"row ID","gas","before1","before2","peak5","sum5","peak24","sum24","mean15","hour","FH","T","Q","U","peak5T","diffT","std_day","std_year","kwh","kwhpeak5","day_year","day_week","next_day_week"
"Row138",93.0,78.0,88.0,117.0,463.0,166.0,3145.0,103.99,7.0,40.0,-19.0,0.0,95.0,-23.0,-1.0,-8.61,29.73,21.9575,14.7483333333,342.0,3.0,4.0
"Row139",135.0,93.0,78.0,117.0,470.0,166.0,3144.0,104.04,8.0,40.0,-20.0,0.0,94.0,-23.0,1.0,-16.83,71.51,27.4366666667,21.9575,342.0,3.0,4.0
"Row140",182.0,135.0,93.0,135.0,511.0,166.0,3118.0,104.16,9.0,40.0,-19.0,5.0,94.0,-22.0,-1.0,29.73,124.67,32.3958333333,27.4366666667,342.0,3.0,4.0
"Row141",148.0,182.0,135.0,182.0,576.0,182.0,3134.0,104.41,10.0,40.0,-20.0,13.0,95.0,-21.0,1.0,0.54,96.29,37.335,32.3958333333,342.0,3.0,4.0
"Row142",151.0,148.0,182.0,182.0,636.0,182.0,3120.0,104.56,11.0,30.0,-17.0,20.0,94.0,-20.0,-3.0,3.3,100.46,39.6066666667,37.335,342.0,3.0,4.0
"Row143",153.0,151.0,148.0,182.0,709.0,182.0,3111.0,104.72,12.0,30.0,-11.0,28.0,92.0,-20.0,-6.0,6.49,112.13,39.7633333333,39.6066666667,342.0,3.0,4.0
"Row144",153.0,153.0,151.0,182.0,769.0,182.0,3109.0,104.89,13.0,30.0,-3.0,33.0,89.0,-20.0,-8.0,9.91,113.34,40.0583333333,39.7633333333,342.0,3.0,4.0
"Row145",148.0,153.0,153.0,182.0,787.0,182.0,3108.0,105.1,14.0,40.0,0.0,29.0,86.0,-20.0,-3.0,11.97,108.33,39.775,40.0583333333,342.0,3.0,4.0
"Row146",142.0,148.0,153.0,153.0,753.0,182.0,3106.0,105.28,15.0,30.0,-2.0,8.0,83.0,-20.0,2.0,5.65,99.32,39.3916666667,40.0583333333,342.0,3.0,4.0
"Row147",141.0,142.0,148.0,153.0,747.0,182.0,3089.0,105.45,16.0,30.0,-12.0,1.0,86.0,-17.0,10.0,2.05,95.56,36.4458333333,40.0583333333,342.0,3.0,4.0
"Row148",141.0,141.0,142.0,153.0,737.0,182.0,3074.0,105.61,17.0,20.0,-18.0,0.0,90.0,-12.0,6.0,2.97,97.29,33.2583333333,40.0583333333,342.0,3.0,4.0
"Row149",141.0,141.0,141.0,153.0,725.0,182.0,3069.0,105.76,18.0,20.0,-30.0,0.0,89.0,-18.0,12.0,4.09,96.55,28.17,40.0583333333,342.0,3.0,4.0
"Row150",132.0,141.0,141.0,148.0,713.0,182.0,3065.0,105.91,19.0,20.0,-32.0,0.0,92.0,-30.0,2.0,-0.73,82.31,24.855,39.775,342.0,3.0,4.0
"Row151",132.0,132.0,141.0,142.0,697.0,182.0,3052.0,106.02,20.0,30.0,-11.0,0.0,90.0,-32.0,-21.0,1.15,45.22,18.9925,39.3916666667,342.0,3.0,4.0
"Row152",134.0,132.0,132.0,141.0,687.0,182.0,3042.0,106.16,21.0,30.0,-17.0,0.0,91.0,-32.0,6.0,0.54,58.85,9.98583333333,36.4458333333,342.0,3.0,4.0
"Row153",86.0,134.0,132.0,141.0,680.0,182.0,3032.0,106.3,22.0,20.0,-21.0,0.0,93.0,-32.0,4.0,-0.74,2.18,9.6175,33.2583333333,342.0,3.0,4.0
"Row154",160.0,160.0,167.0,167.0,761.0,187.0,3009.0,97.09,20.0,20.0,-72.0,0.0,92.0,-77.0,-5.0,2.68,72.24,16.9508333333,28.8841666667,354.0,1.0,2.0
"Row155",168.0,160.0,160.0,167.0,778.0,187.0,3093.0,97.36,21.0,20.0,-74.0,0.0,92.0,-77.0,2.0,7.83,86.72,10.28,28.4816666667,354.0,1.0,2.0
"Row156",101.0,168.0,160.0,168.0,803.0,187.0,3194.0,97.66,22.0,20.0,-81.0,0.0,95.0,-77.0,7.0,-14.79,12.89,9.85583333333,27.8883333333,354.0,1.0,2.0
"Row157",71.0,101.0,168.0,168.0,756.0,187.0,3222.0,97.76,23.0,10.0,-84.0,0.0,99.0,-81.0,3.0,-50.07,-9.52,8.9725,24.8908333333,354.0,1.0,2.0
"Row158",83.0,71.0,101.0,168.0,660.0,187.0,3223.0,97.77,24.0,10.0,-108.0,0.0,98.0,-84.0,24.0,-4.15,7.52,9.195,22.2875,354.0,1.0,2.0
"Row159",71.0,83.0,71.0,168.0,583.0,187.0,3231.0,97.83,1.0,20.0,-100.0,0.0,98.0,-108.0,-8.0,-20.23,0.29,12.86,16.9508333333,355.0,2.0,3.0
"Row160",103.0,71.0,83.0,168.0,494.0,187.0,3234.0,97.86,2.0,20.0,-111.0,0.0,95.0,-108.0,11.0,-0.37,20.17,13.1366666667,12.86,355.0,2.0,3.0
"Row161",133.0,103.0,71.0,103.0,429.0,187.0,3242.0,97.92,3.0,20.0,-100.0,0.0,93.0,-111.0,-11.0,15.9,65.02,12.1391666667,13.1366666667,355.0,2.0,3.0
"Row162",131.0,133.0,103.0,133.0,461.0,187.0,3278.0,98.05,4.0,10.0,-87.0,0.0,93.0,-111.0,-13.0,6.24,72.5,9.36583333333,13.1366666667,355.0,2.0,3.0
"Row163",95.0,131.0,133.0,133.0,521.0,187.0,3264.0,98.15,5.0,10.0,-69.0,0.0,91.0,-111.0,-18.0,-6.59,21.69,13.9916666667,13.1366666667,355.0,2.0,3.0
"Row164",108.0,95.0,131.0,133.0,533.0,187.0,3272.0,98.22,6.0,20.0,-59.0,0.0,92.0,-111.0,-10.0,1.55,32.69,14.2958333333,13.9916666667,355.0,2.0,3.0
"Row165",119.0,108.0,95.0,133.0,570.0,187.0,3274.0,98.31,7.0,30.0,-48.0,0.0,93.0,-111.0,-11.0,4.05,60.09,20.0941666667,14.2958333333,355.0,2.0,3.0
"Row166",169.0,119.0,108.0,133.0,586.0,187.0,3275.0,98.39,8.0,30.0,-45.0,0.0,93.0,-100.0,-3.0,3.92,114.0,22.3116666667,20.0941666667,355.0,2.0,3.0
"Row167",178.0,169.0,119.0,169.0,622.0,180.0,3257.0,98.42,9.0,30.0,-45.0,5.0,93.0,-87.0,0.0,18.34,116.43,25.6758333333,22.3116666667,355.0,2.0,3.0
"Row168",161.0,178.0,169.0,178.0,669.0,180.0,3266.0,98.49,10.0,30.0,-36.0,14.0,93.0,-69.0,-9.0,5.38,107.25,27.3891666667,25.6758333333,355.0,2.0,3.0
"Row169",162.0,161.0,178.0,178.0,735.0,180.0,3259.0,98.53,11.0,20.0,-31.0,21.0,94.0,-59.0,-5.0,10.57,120.35,28.3675,27.3891666667,355.0,2.0,3.0
"Row170",164.0,162.0,161.0,178.0,789.0,178.0,3241.0,98.63,12.0,30.0,-25.0,31.0,92.0,-48.0,-6.0,6.63,116.7,27.9691666667,28.3675,355.0,2.0,3.0
"Row171",144.0,164.0,162.0,178.0,834.0,178.0,3241.0,98.74,13.0,30.0,-18.0,28.0,89.0,-45.0,-7.0,-3.03,98.82,27.8466666667,28.3675,355.0,2.0,3.0
"Row172",146.0,144.0,164.0,178.0,809.0,178.0,3233.0,98.8,14.0,40.0,-12.0,20.0,86.0,-45.0,-6.0,0.37,88.92,27.9466666667,28.3675,355.0,2.0,3.0
"Row173",130.0,146.0,144.0,164.0,777.0,178.0,3228.0,98.85,15.0,40.0,-13.0,8.0,87.0,-36.0,1.0,-13.45,73.59,27.4783333333,28.3675,355.0,2.0,3.0
"Row174",153.0,130.0,146.0,164.0,746.0,178.0,3215.0,98.81,16.0,40.0,-18.0,1.0,85.0,-31.0,5.0,1.53,96.89,26.47,28.3675,355.0,2.0,3.0
"Row175",150.0,153.0,130.0,164.0,737.0,178.0,3225.0,98.88,17.0,40.0,-18.0,0.0,85.0,-25.0,0.0,2.95,98.24,25.7216666667,27.9691666667,355.0,2.0,3.0
"Row176",146.0,150.0,153.0,153.0,723.0,178.0,3227.0,98.91,18.0,40.0,-17.0,0.0,82.0,-18.0,-1.0,-5.24,93.14,23.9725,27.9466666667,355.0,2.0,3.0
"Row177",144.0,146.0,150.0,153.0,725.0,178.0,3206.0,98.94,19.0,40.0,-17.0,0.0,83.0,-18.0,0.0,-3.61,89.14,20.9941666667,27.9466666667,355.0,2.0,3.0
"Row178",142.0,144.0,146.0,153.0,723.0,178.0,3190.0,98.98,20.0,30.0,-18.0,0.0,84.0,-18.0,1.0,-5.52,82.47,16.8433333333,27.4783333333,355.0,2.0,3.0
"Row179",143.0,142.0,144.0,153.0,735.0,178.0,3172.0,99.0,21.0,30.0,-17.0,0.0,85.0,-18.0,-1.0,-6.56,79.54,16.2316666667,26.47,355.0,2.0,3.0
"Row180",142.0,143.0,142.0,150.0,725.0,178.0,3147.0,99.02,22.0,30.0,-20.0,0.0,85.0,-18.0,3.0,36.78,83.7,15.6483333333,25.7216666667,355.0,2.0,3.0
"Row181",145.0,142.0,143.0,146.0,717.0,178.0,3188.0,99.16,23.0,40.0,-23.0,0.0,87.0,-20.0,3.0,29.31,86.57,9.03916666667,23.9725,355.0,2.0,3.0
"Row182",105.0,145.0,142.0,145.0,716.0,178.0,3262.0,99.41,24.0,50.0,-24.0,0.0,88.0,-23.0,1.0,29.93,48.95,8.96916666667,20.9941666667,355.0,2.0,3.0
"Row183",59.0,105.0,145.0,145.0,677.0,178.0,3284.0,99.53,1.0,50.0,-21.0,0.0,89.0,-24.0,-3.0,-19.21,2.21,13.0391666667,16.8433333333,356.0,3.0,4.0
"Row184",81.0,59.0,105.0,145.0,594.0,178.0,3272.0,99.52,2.0,50.0,-20.0,0.0,90.0,-24.0,-1.0,-9.15,15.58,13.1091666667,16.2316666667,356.0,3.0,4.0
"Row185",95.0,81.0,59.0,145.0,532.0,178.0,3250.0,99.51,3.0,50.0,-19.0,0.0,90.0,-24.0,-1.0,-9.27,30.12,11.8908333333,15.6483333333,356.0,3.0,4.0
"Row186",119.0,95.0,81.0,145.0,485.0,178.0,3212.0,99.51,4.0,50.0,-14.0,0.0,90.0,-24.0,-5.0,6.87,65.58,8.9875,13.1091666667,356.0,3.0,4.0
"Row187",88.0,119.0,95.0,119.0,459.0,178.0,3200.0,99.58,5.0,60.0,-17.0,0.0,93.0,-24.0,3.0,-0.2,24.85,13.785,13.1091666667,356.0,3.0,4.0
"Row188",78.0,88.0,119.0,119.0,442.0,178.0,3193.0,99.56,6.0,50.0,-22.0,0.0,96.0,-21.0,5.0,-16.25,17.19,14.5491666667,13.785,356.0,3.0,4.0
"Row189",95.0,78.0,88.0,119.0,461.0,178.0,3163.0,99.53,7.0,50.0,-25.0,0.0,98.0,-22.0,3.0,-8.26,30.72,20.7566666667,14.5491666667,356.0,3.0,4.0
"Row190",155.0,95.0,78.0,119.0,475.0,178.0,3139.0,99.54,8.0,60.0,-25.0,0.0,97.0,-25.0,0.0,1.47,101.04,22.6383333333,20.7566666667,356.0,3.0,4.0
"Row191",162.0,155.0,95.0,155.0,535.0,178.0,3125.0,99.52,9.0,50.0,-24.0,4.0,97.0,-25.0,-1.0,13.42,112.71,24.8341666667,22.6383333333,356.0,3.0,4.0
"Row192",140.0,162.0,155.0,162.0,578.0,164.0,3109.0,99.51,10.0,50.0,-22.0,15.0,95.0,-25.0,-2.0,-5.36,86.42,26.6608333333,24.8341666667,356.0,3.0,4.0
"Row193",132.0,140.0,162.0,162.0,630.0,164.0,3088.0,99.45,11.0,60.0,-19.0,25.0,95.0,-25.0,-3.0,-9.51,80.33,27.5333333333,26.6608333333,356.0,3.0,4.0
"Row194",161.0,132.0,140.0,162.0,684.0,164.0,3058.0,99.37,12.0,60.0,-17.0,25.0,94.0,-25.0,-2.0,13.04,113.58,27.6125,27.5333333333,356.0,3.0,4.0
"Row195",131.0,161.0,132.0,162.0,750.0,162.0,3055.0,99.39,13.0,70.0,-16.0,27.0,92.0,-25.0,-1.0,-6.88,94.2,27.3083333333,27.6125,356.0,3.0,4.0
"Row196",162.0,131.0,161.0,162.0,726.0,162.0,3042.0,99.32,14.0,70.0,-19.0,22.0,92.0,-24.0,3.0,24.59,119.6,27.1041666667,27.6125,356.0,3.0,4.0
"Row197",144.0,162.0,131.0,162.0,726.0,162.0,3058.0,99.36,15.0,70.0,-21.0,10.0,93.0,-22.0,2.0,7.9,97.8,27.0,27.6125,356.0,3.0,4.0
"Row198",149.0,144.0,162.0,162.0,730.0,162.0,3072.0,99.31,16.0,70.0,-21.0,1.0,94.0,-21.0,0.0,4.79,104.09,26.3158333333,27.6125,356.0,3.0,4.0
"Row199",148.0,149.0,144.0,162.0,747.0,162.0,3068.0,99.29,17.0,60.0,-19.0,0.0,90.0,-21.0,-2.0,7.46,101.78,25.635,27.6125,356.0,3.0,4.0
"Row200",146.0,148.0,149.0,162.0,734.0,162.0,3066.0,99.3,18.0,50.0,-19.0,0.0,87.0,-21.0,0.0,0.74,105.26,23.4575,27.3083333333,356.0,3.0,4.0
"Row201",144.0,146.0,148.0,162.0,749.0,162.0,3066.0,99.3,19.0,50.0,-17.0,0.0,87.0,-21.0,-2.0,1.36,89.88,21.7725,27.1041666667,356.0,3.0,4.0
"Row202",145.0,144.0,146.0,149.0,731.0,162.0,3066.0,99.3,20.0,50.0,-15.0,0.0,87.0,-21.0,-2.0,1.81,39.01,18.0433333333,27.0,356.0,3.0,4.0
"Row203",150.0,145.0,144.0,149.0,732.0,162.0,3069.0,99.31,21.0,50.0,-15.0,0.0,86.0,-21.0,0.0,4.12,67.36,10.04,26.3158333333,356.0,3.0,4.0
"Row204",107.0,150.0,145.0,150.0,733.0,162.0,3076.0,99.33,22.0,60.0,-15.0,0.0,87.0,-19.0,0.0,4.41,-0.58,9.44083333333,25.635,356.0,3.0,4.0
"Row205",53.0,107.0,150.0,150.0,692.0,162.0,3041.0,99.21,23.0,60.0,-15.0,0.0,85.0,-19.0,0.0,-66.24,-1.39,8.54,23.4575,356.0,3.0,4.0
"Row206",142.0,145.0,140.0,173.0,745.0,173.0,2979.0,99.7,13.0,80.0,-3.0,41.0,68.0,-3.0,0.0,7.95,100.84,23.1725,23.98,358.0,5.0,6.0
"Row207",137.0,142.0,145.0,145.0,714.0,173.0,2989.0,99.76,14.0,70.0,-2.0,28.0,67.0,-3.0,-1.0,3.05,99.29,23.2,23.98,358.0,5.0,6.0
"Row208",141.0,137.0,142.0,145.0,708.0,173.0,2985.0,99.84,15.0,80.0,-2.0,13.0,69.0,-3.0,0.0,7.9,97.39,22.5375,23.98,358.0,5.0,6.0
"Row209",141.0,141.0,137.0,145.0,705.0,173.0,2991.0,99.95,16.0,70.0,-8.0,1.0,71.0,-3.0,6.0,1.31,82.78,20.045,23.98,358.0,5.0,6.0
"Row210",138.0,141.0,141.0,145.0,706.0,173.0,2989.0,100.07,17.0,70.0,-10.0,0.0,71.0,-8.0,2.0,1.41,87.84,15.5608333333,23.98,358.0,5.0,6.0
"Row211",146.0,138.0,141.0,142.0,699.0,173.0,2991.0,100.17,18.0,60.0,-10.0,0.0,71.0,-10.0,0.0,5.69,100.1,15.6391666667,23.2,358.0,5.0,6.0
"Row212",147.0,146.0,138.0,146.0,703.0,173.0,3000.0,100.27,19.0,60.0,-12.0,0.0,69.0,-10.0,2.0,9.15,85.22,15.645,23.2,358.0,5.0,6.0
"Row213",144.0,147.0,146.0,147.0,713.0,173.0,3012.0,100.4,20.0,60.0,-13.0,0.0,69.0,-12.0,1.0,5.77,85.4,15.0591666667,22.5375,358.0,5.0,6.0
"Row214",150.0,144.0,147.0,147.0,716.0,173.0,3019.0,100.53,21.0,50.0,-16.0,0.0,70.0,-13.0,3.0,9.3,87.82,9.48333333333,20.045,358.0,5.0,6.0
"Row215",101.0,150.0,144.0,150.0,725.0,173.0,3029.0,100.62,22.0,40.0,-16.0,0.0,72.0,-16.0,0.0,2.12,44.73,9.24083333333,15.645,358.0,5.0,6.0
"Row216",59.0,101.0,150.0,150.0,688.0,173.0,2988.0,100.62,23.0,50.0,-12.0,0.0,71.0,-16.0,-4.0,-64.66,3.39,9.19333333333,15.645,358.0,5.0,6.0
"Row217",173.0,187.0,179.0,187.0,624.0,187.0,2981.0,83.59,10.0,70.0,-41.0,65.0,69.0,-52.0,-6.0,18.65,114.42,41.6466666667,36.1083333333,31.0,2.0,3.0
"Row218",176.0,173.0,187.0,187.0,723.0,187.0,2997.0,83.69,11.0,60.0,-31.0,94.0,67.0,-52.0,-10.0,26.53,98.76,41.5308333333,41.6466666667,31.0,2.0,3.0
"Row219",91.0,176.0,173.0,187.0,810.0,187.0,3014.0,83.81,12.0,70.0,-22.0,112.0,64.0,-52.0,-9.0,-57.63,23.5,41.4866666667,41.6466666667,31.0,2.0,3.0
"Row220",0.0,91.0,176.0,187.0,806.0,187.0,2949.0,83.69,13.0,80.0,-19.0,110.0,64.0,-52.0,-3.0,-151.21,-63.42,41.1183333333,41.6466666667,31.0,2.0,3.0
"Row221",149.0,156.0,159.0,323.0,951.0,323.0,2891.0,84.41,20.0,90.0,-41.0,0.0,66.0,-35.0,6.0,-2.44,73.34,25.1133333333,40.8875,31.0,2.0,3.0
"Row222",157.0,152.0,152.0,159.0,768.0,323.0,2993.0,84.83,23.0,70.0,-56.0,0.0,71.0,-51.0,5.0,56.98,82.0,13.5016666667,31.4241666667,31.0,2.0,3.0
"Row223",103.0,157.0,152.0,157.0,766.0,323.0,3064.0,85.13,24.0,70.0,-60.0,0.0,72.0,-56.0,4.0,-5.56,17.0,10.8233333333,27.255,31.0,2.0,3.0
"Row224",83.0,103.0,157.0,157.0,713.0,323.0,3113.0,85.26,1.0,70.0,-61.0,0.0,70.0,-60.0,1.0,0.21,3.41,13.5866666667,25.1133333333,32.0,3.0,4.0
"Row225",84.0,83.0,103.0,157.0,647.0,323.0,3132.0,85.34,2.0,70.0,-62.0,0.0,69.0,-61.0,1.0,-23.86,10.3,13.9533333333,23.2708333333,32.0,3.0,4.0
"Row226",110.0,84.0,83.0,157.0,579.0,323.0,3134.0,85.37,3.0,70.0,-60.0,0.0,71.0,-62.0,-2.0,-5.81,33.32,13.6891666667,22.7575,32.0,3.0,4.0
"Row227",123.0,110.0,84.0,157.0,537.0,323.0,3148.0,85.45,4.0,80.0,-58.0,0.0,69.0,-62.0,-2.0,6.99,42.33,10.3425,13.9533333333,32.0,3.0,4.0
"Row228",97.0,123.0,110.0,123.0,503.0,323.0,3175.0,85.54,5.0,90.0,-60.0,0.0,70.0,-62.0,2.0,-6.24,16.42,13.4158333333,13.9533333333,32.0,3.0,4.0
"Row229",89.0,97.0,123.0,123.0,497.0,323.0,3198.0,85.64,6.0,80.0,-59.0,0.0,65.0,-62.0,-1.0,-19.76,10.14,14.4825,13.9533333333,32.0,3.0,4.0
"Row230",113.0,89.0,97.0,123.0,503.0,323.0,3198.0,85.68,7.0,90.0,-59.0,0.0,64.0,-62.0,0.0,-5.27,27.66,20.8516666667,14.4825,32.0,3.0,4.0
"Row231",216.0,113.0,89.0,123.0,532.0,323.0,3216.0,85.77,8.0,90.0,-55.0,5.0,62.0,-60.0,-4.0,24.75,144.16,28.6775,20.8516666667,32.0,3.0,4.0
"Row232",192.0,216.0,113.0,216.0,638.0,323.0,3253.0,85.93,9.0,80.0,-49.0,38.0,57.0,-60.0,-6.0,25.28,116.94,33.5983333333,28.6775,32.0,3.0,4.0
"Row233",182.0,192.0,216.0,216.0,707.0,323.0,3258.0,86.06,10.0,90.0,-39.0,77.0,51.0,-60.0,-10.0,13.04,90.47,37.29,33.5983333333,32.0,3.0,4.0
"Row234",189.0,182.0,192.0,216.0,792.0,323.0,3267.0,86.17,11.0,90.0,-29.0,109.0,45.0,-59.0,-10.0,26.09,111.85,39.0508333333,37.29,32.0,3.0,4.0
"Row235",180.0,189.0,182.0,216.0,892.0,323.0,3280.0,86.31,12.0,90.0,-19.0,124.0,43.0,-59.0,-10.0,18.84,110.53,39.9791666667,39.0508333333,32.0,3.0,4.0
"Row236",172.0,180.0,189.0,216.0,959.0,323.0,3369.0,86.47,13.0,90.0,-17.0,122.0,38.0,-55.0,-2.0,8.84,112.74,39.9133333333,39.9791666667,32.0,3.0,4.0
"Row237",159.0,172.0,180.0,192.0,915.0,323.0,3541.0,86.63,14.0,90.0,-17.0,100.0,37.0,-49.0,0.0,3.55,85.78,39.5375,39.9791666667,32.0,3.0,4.0
"Row238",156.0,159.0,172.0,189.0,882.0,323.0,3653.0,86.77,15.0,90.0,-17.0,71.0,36.0,-39.0,0.0,-1.36,94.14,38.6841666667,39.9791666667,32.0,3.0,4.0
"Row239",154.0,156.0,159.0,189.0,856.0,216.0,3486.0,86.91,16.0,90.0,-20.0,31.0,32.0,-29.0,3.0,0.87,80.78,38.0866666667,39.9791666667,32.0,3.0,4.0
"Row240",148.0,154.0,156.0,180.0,821.0,216.0,3476.0,87.08,17.0,90.0,-23.0,2.0,32.0,-20.0,3.0,-3.58,84.57,34.2841666667,39.9791666667,32.0,3.0,4.0
"Row241",152.0,148.0,154.0,172.0,789.0,216.0,3475.0,87.22,18.0,100.0,-24.0,0.0,31.0,-23.0,1.0,-5.0,76.93,30.4183333333,39.9133333333,32.0,3.0,4.0
"Row242",158.0,152.0,148.0,159.0,769.0,216.0,3468.0,87.36,19.0,100.0,-25.0,0.0,53.0,-24.0,1.0,-2.95,85.23,27.5925,39.5375,32.0,3.0,4.0
"Row243",158.0,158.0,152.0,158.0,768.0,216.0,3470.0,87.49,20.0,90.0,-33.0,0.0,59.0,-25.0,8.0,-1.57,73.26,22.6116666667,38.6841666667,32.0,3.0,4.0
"Row244",152.0,158.0,158.0,158.0,770.0,216.0,3479.0,87.65,21.0,100.0,-35.0,0.0,50.0,-33.0,2.0,-4.81,79.78,12.3858333333,38.0866666667,32.0,3.0,4.0
"Row245",90.0,152.0,158.0,158.0,768.0,216.0,3479.0,87.78,22.0,90.0,-44.0,0.0,46.0,-35.0,9.0,-11.15,14.15,11.625,34.2841666667,32.0,3.0,4.0
"Row246",103.0,90.0,152.0,158.0,710.0,216.0,3417.0,87.72,23.0,90.0,-47.0,0.0,47.0,-44.0,3.0,-4.48,28.97,11.63,30.4183333333,32.0,3.0,4.0
"Row247",92.0,103.0,90.0,158.0,661.0,216.0,3363.0,87.71,24.0,80.0,-52.0,0.0,52.0,-47.0,5.0,-24.33,16.04,10.7025,27.5925,32.0,3.0,4.0
"Row248",83.0,92.0,103.0,158.0,595.0,216.0,3352.0,87.76,1.0,80.0,-54.0,0.0,56.0,-52.0,2.0,-7.12,10.12,13.4533333333,22.6116666667,33.0,4.0,5.0
"Row249",96.0,83.0,92.0,152.0,520.0,216.0,3352.0,87.83,2.0,80.0,-58.0,0.0,61.0,-54.0,4.0,-19.72,20.31,13.895,13.4533333333,33.0,4.0,5.0
"Row250",130.0,96.0,83.0,103.0,464.0,216.0,3364.0,87.91,3.0,80.0,-59.0,0.0,64.0,-58.0,1.0,5.42,60.35,13.5566666667,13.895,33.0,4.0,5.0
"Row251",125.0,130.0,96.0,130.0,504.0,216.0,3384.0,88.05,4.0,80.0,-62.0,0.0,67.0,-59.0,3.0,-0.43,57.68,10.67,13.895,33.0,4.0,5.0
"Row252",116.0,125.0,130.0,130.0,526.0,216.0,3386.0,88.17,5.0,80.0,-64.0,0.0,65.0,-62.0,2.0,4.0,39.32,13.5591666667,13.895,33.0,4.0,5.0
"Row253",105.0,116.0,125.0,130.0,550.0,216.0,3405.0,88.31,6.0,70.0,-64.0,0.0,62.0,-64.0,0.0,-14.18,27.93,14.5441666667,13.895,33.0,4.0,5.0
"Row254",138.0,105.0,116.0,130.0,572.0,216.0,3421.0,88.4,7.0,70.0,-69.0,0.0,65.0,-64.0,5.0,8.47,66.86,20.4158333333,14.5441666667,33.0,4.0,5.0
"Row255",207.0,138.0,105.0,138.0,614.0,216.0,3446.0,88.58,8.0,70.0,-66.0,6.0,55.0,-69.0,-3.0,2.69,88.52,29.1333333333,20.4158333333,33.0,4.0,5.0
"Row256",181.0,207.0,138.0,207.0,691.0,207.0,3437.0,88.74,9.0,70.0,-62.0,41.0,53.0,-69.0,-4.0,1.18,98.15,34.2458333333,29.1333333333,33.0,4.0,5.0
"Row257",193.0,181.0,207.0,207.0,747.0,207.0,3426.0,88.91,10.0,70.0,-56.0,81.0,47.0,-69.0,-6.0,10.58,136.29,39.1583333333,34.2458333333,33.0,4.0,5.0
"Row258",180.0,193.0,181.0,207.0,824.0,207.0,3437.0,89.09,11.0,70.0,-51.0,111.0,51.0,-69.0,-5.0,3.72,58.07,40.8625,39.1583333333,33.0,4.0,5.0
"Row259",198.0,180.0,193.0,207.0,899.0,207.0,3428.0,89.24,12.0,70.0,-43.0,127.0,41.0,-69.0,-8.0,23.31,135.26,42.7083333333,40.8625,33.0,4.0,5.0
"Row260",182.0,198.0,180.0,207.0,959.0,207.0,3446.0,89.46,13.0,70.0,-43.0,126.0,40.0,-66.0,0.0,4.82,132.42,42.6258333333,42.7083333333,33.0,4.0,5.0
"Row261",190.0,182.0,198.0,198.0,934.0,207.0,3456.0,89.62,14.0,70.0,-40.0,104.0,39.0,-62.0,-3.0,21.13,132.12,41.7333333333,42.7083333333,33.0,4.0,5.0
"Row262",177.0,190.0,182.0,198.0,943.0,207.0,3487.0,89.82,15.0,70.0,-39.0,74.0,37.0,-56.0,-1.0,6.59,85.41,40.4516666667,42.7083333333,33.0,4.0,5.0
"Row263",167.0,177.0,190.0,198.0,927.0,207.0,3508.0,89.99,16.0,70.0,-46.0,33.0,39.0,-51.0,7.0,1.06,105.68,38.3308333333,42.7083333333,33.0,4.0,5.0
"Row264",164.0,167.0,177.0,198.0,914.0,207.0,3521.0,90.13,17.0,70.0,-50.0,3.0,44.0,-46.0,4.0,-0.31,102.65,35.3466666667,42.7083333333,33.0,4.0,5.0
"Row265",171.0,164.0,167.0,190.0,880.0,207.0,3537.0,90.27,18.0,70.0,-50.0,0.0,48.0,-50.0,0.0,1.96,111.95,31.5341666667,42.6258333333,33.0,4.0,5.0
"Row266",179.0,171.0,164.0,190.0,869.0,207.0,3556.0,90.45,19.0,70.0,-50.0,0.0,51.0,-50.0,0.0,5.9,77.06,28.4108333333,41.7333333333,33.0,4.0,5.0
"Row267",173.0,179.0,171.0,179.0,858.0,207.0,3577.0,90.66,20.0,70.0,-54.0,0.0,54.0,-50.0,4.0,2.59,112.3,25.4791666667,40.4516666667,33.0,4.0,5.0
"Row268",162.0,173.0,179.0,179.0,854.0,207.0,3592.0,90.86,21.0,60.0,-48.0,0.0,55.0,-54.0,-6.0,-5.3,81.03,24.44,38.3308333333,33.0,4.0,5.0
"Row269",163.0,162.0,173.0,179.0,849.0,207.0,3602.0,91.04,22.0,60.0,-51.0,0.0,54.0,-54.0,3.0,53.13,104.57,23.2983333333,35.3466666667,33.0,4.0,5.0
"Row270",165.0,163.0,162.0,179.0,848.0,207.0,3675.0,91.32,23.0,40.0,-65.0,0.0,61.0,-54.0,14.0,49.34,92.17,13.6608333333,31.5341666667,33.0,4.0,5.0
"Row271",104.0,165.0,163.0,179.0,842.0,207.0,3737.0,91.67,24.0,40.0,-68.0,0.0,64.0,-65.0,3.0,-20.02,42.91,10.95,28.4108333333,33.0,4.0,5.0
"Row272",90.0,104.0,165.0,173.0,767.0,207.0,3749.0,91.8,1.0,20.0,-77.0,0.0,68.0,-68.0,9.0,-6.57,20.46,13.9016666667,25.4791666667,34.0,5.0,6.0
"Row273",109.0,90.0,104.0,165.0,684.0,207.0,3756.0,91.92,2.0,20.0,-73.0,0.0,68.0,-77.0,-4.0,-12.55,50.67,14.3641666667,24.44,34.0,5.0,6.0
"Row274",126.0,109.0,90.0,165.0,631.0,207.0,3769.0,92.07,3.0,10.0,-77.0,0.0,82.0,-77.0,4.0,-4.19,66.15,13.8658333333,23.2983333333,34.0,5.0,6.0
